ID,RequirementID,Objective,Preconditions,Inputs,Procedure,Oracle,Environment,EvidenceLocator,Status,Owner,CaseType,ExecutableArtifact,ExpectedErrorCode,OracleType,DocumentationOracleID,DocumentationConformanceStatus,ImplementationConformanceStatus
VC-COR-002,COR-002,Проверить выполнение COR-002: Core должен выносить CoreResolution только со значением PERMITTED или PROHIBITED; техническая ошибка не создаёт резолюцию PERMITTED.,"Normative model 1.5-rc11, referenced schemas, ADRs (ADR-030;ADR-031;ADR-032;ADR-034;ADR-035) and dependency state (SYS-003) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to COR-002.","Execute schema test against the exact artifact/transition defined by MOD-CORE;CTX-AUTH;ART-RESOLUTION;ART-PERMIT;ART-CROSSING; capture inputs, digests, receipts and observed state transitions.",Schema допускает ровно два verdict; fuzz/error cases никогда не создают Permit.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-COR-002,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-COR-002,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-COR-003,COR-003,Проверить выполнение COR-003: Core должен выпускать OneShotPermit только как следствие CoreResolution=PERMITTED для точного digest документа и source context dependency set.,"Normative model 1.5-rc11, referenced schemas, ADRs (ADR-030;ADR-031;ADR-032;ADR-034;ADR-035) and dependency state (SYS-003) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to COR-003.","Execute security test against the exact artifact/transition defined by MOD-CORE;CTX-AUTH;ART-RESOLUTION;ART-PERMIT;ART-CROSSING; capture inputs, digests, receipts and observed state transitions.","Permit schema и ledger связывают resolution, submission digest и read/write sets; иной выпуск отклоняется.",Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-COR-003,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-COR-003,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-COR-004,COR-004,"Проверить выполнение COR-004: Core должен быть единственным эмитентом authority-bearing Permit; ни approval, delegation receipt, подпись Master или Monade не являются Permit.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-030;ADR-031;ADR-032;ADR-034;ADR-035) and dependency state (SYS-003) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to COR-004.","Execute property test against the exact artifact/transition defined by MOD-CORE;CTX-AUTH;ART-RESOLUTION;ART-PERMIT;ART-CROSSING; capture inputs, digests, receipts and observed state transitions.",Подписи не-Core issuer не проходят проверку поля issuer для Permit.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-COR-004,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-COR-004,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-COR-005,COR-005,"Проверить выполнение COR-005: Каждый Permit должен быть связан с одним gate type, gate instance, crossing_id, actor/execution_id и maximum_crossings=1.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-030;ADR-031;ADR-032;ADR-034;ADR-035) and dependency state (SYS-003) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to COR-005.","Execute state test against the exact artifact/transition defined by MOD-CORE;CTX-AUTH;ART-RESOLUTION;ART-PERMIT;ART-CROSSING; capture inputs, digests, receipts and observed state transitions.",Property tests не находят способа использовать Permit на другом gate/actor/execution или второй раз.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-COR-005,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-COR-005,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-COR-006,COR-006,"Проверить выполнение COR-006: Core должен применять default deny: всё, что не доказано как основание выдачи точного Permit, приводит к PROHIBITED или отсутствию Permit.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-030;ADR-031;ADR-032;ADR-034;ADR-035) and dependency state (SYS-003) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to COR-006.","Execute state test against the exact artifact/transition defined by MOD-CORE;CTX-AUTH;ART-RESOLUTION;ART-PERMIT;ART-CROSSING; capture inputs, digests, receipts and observed state transitions.","Неполный, конфликтный, просроченный и неизвестный input даёт ноль Permits.",Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-COR-006,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-COR-006,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-COR-007,COR-007,"Проверить выполнение COR-007: Core должен поддерживать versioned issuance rules, precedence, supersession, revocation и authority epoch с воспроизводимым basis в Resolution.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-030;ADR-031;ADR-032;ADR-034;ADR-035) and dependency state (SYS-003) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to COR-007.","Execute decision table test against the exact artifact/transition defined by MOD-CORE;CTX-AUTH;ART-RESOLUTION;ART-PERMIT;ART-CROSSING; capture inputs, digests, receipts and observed state transitions.",Replay документа на зафиксированном policy snapshot воспроизводит тот же verdict и basis.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-COR-007,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-COR-007,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-COR-008,COR-008,"Проверить выполнение COR-008: Core должен проверять требуемые human approval receipts как основания выдачи, не превращаясь в workflow engine.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-030;ADR-031;ADR-032;ADR-034;ADR-035) and dependency state (SYS-007) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to COR-008.","Execute safety test against the exact artifact/transition defined by MOD-CORE;CTX-AUTH;ART-RESOLUTION;ART-PERMIT;ART-CROSSING; capture inputs, digests, receipts and observed state transitions.",При отсутствии receipt — PROHIBITED; после нового документа с receipt возможна новая независимая резолюция.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-COR-008,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-COR-008,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-COR-009,COR-009,"Проверить выполнение COR-009: Core должен применять purpose, legal basis, jurisdiction, classification, retention и hold как условия выдачи конкретного Permit.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-030;ADR-031;ADR-032;ADR-034;ADR-035) and dependency state (SYS-014) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to COR-009.","Execute privacy test against the exact artifact/transition defined by MOD-CORE;CTX-AUTH;ART-RESOLUTION;ART-PERMIT;ART-CROSSING; capture inputs, digests, receipts and observed state transitions.",Policy matrix tests покрывают все комбинации и default deny.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-COR-009,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-COR-009,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-COR-010,COR-010,"Проверить выполнение COR-010: Core GateKernel должен атомарно создать patch set, новые context components/root, обновить scoped HEADs, consume Permit и создать GateCrossingReceipt.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-030;ADR-031;ADR-032;ADR-034;ADR-035) and dependency state (SYS-003) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to COR-010.","Execute concurrency test against the exact artifact/transition defined by MOD-CORE;CTX-AUTH;ART-RESOLUTION;ART-PERMIT;ART-CROSSING; capture inputs, digests, receipts and observed state transitions.","Crash/fault tests наблюдают только before-state или complete after-state, без частичных комбинаций.",Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-COR-010,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-COR-010,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-COR-011,COR-011,"Проверить выполнение COR-011: Один crossing_id должен иметь не более одного линейного результата, который безопасно возвращается при повторном запросе.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-030;ADR-031;ADR-032;ADR-034;ADR-035) and dependency state (SYS-012) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to COR-011.","Execute audit test against the exact artifact/transition defined by MOD-CORE;CTX-AUTH;ART-RESOLUTION;ART-PERMIT;ART-CROSSING; capture inputs, digests, receipts and observed state transitions.",100 параллельных одинаковых запросов создают один receipt и один target root.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-COR-011,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-COR-011,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-COR-012,COR-012,Проверить выполнение COR-012: Permit должен становиться неприменимым при изменении любого component digest из dependency set или authority epoch.,"Normative model 1.5-rc11, referenced schemas, ADRs (ADR-030;ADR-031;ADR-032;ADR-034;ADR-035) and dependency state (SYS-003) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to COR-012.","Execute negative test against the exact artifact/transition defined by MOD-CORE;CTX-AUTH;ART-RESOLUTION;ART-PERMIT;ART-CROSSING; capture inputs, digests, receipts and observed state transitions.",CAS test с изменённым dependency HEAD отклоняет crossing и не меняет контекст.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-COR-012,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-COR-012,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-COR-013,COR-013,"Проверить выполнение COR-013: Core может предоставлять неавторизующую симуляцию только как отдельный артефакт, который невозможно предъявить гейту.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-030;ADR-031;ADR-032;ADR-034;ADR-035) and dependency state (SYS-003) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to COR-013.","Execute schema test against the exact artifact/transition defined by MOD-CORE;CTX-AUTH;ART-RESOLUTION;ART-PERMIT;ART-CROSSING; capture inputs, digests, receipts and observed state transitions.",Simulation schema не проходит Permit/crossing validation.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-COR-013,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-COR-013,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-COR-014,COR-014,"Проверить выполнение COR-014: Core должен изолировать authority, policy, Permit ledger и scoped context HEADs по tenant и normative domain.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-030;ADR-031;ADR-032;ADR-034;ADR-035) and dependency state (SYS-011) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to COR-014.","Execute security test against the exact artifact/transition defined by MOD-CORE;CTX-AUTH;ART-RESOLUTION;ART-PERMIT;ART-CROSSING; capture inputs, digests, receipts and observed state transitions.",Cross-tenant/domain references отклоняются во всех API и storage constraints.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-COR-014,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-COR-014,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-MAS-001,MAS-001,"Проверить выполнение MAS-001: Master должен формировать PlanProposal из Goal и подписанного ContextProjection, сохраняя альтернативы и основания выбора.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-029;ADR-035;ADR-038) and dependency state (SYS-009) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to MAS-001.","Execute schema test against the exact artifact/transition defined by MOD-MASTER;CTX-MASTER;ART-EXPECTED; capture inputs, digests, receipts and observed state transitions.","PlanProposal содержит source context root, goal, alternatives и provenance.",Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-MAS-001,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-MAS-001,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-MAS-002,MAS-002,"Проверить выполнение MAS-002: Master должен формировать и подписывать ExpectedChangePatch, явно маркированный EXPECTED и не являющийся фактом.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-029;ADR-035;ADR-038) and dependency state (SYS-009) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to MAS-002.","Execute data test against the exact artifact/transition defined by MOD-MASTER;CTX-MASTER;ART-EXPECTED; capture inputs, digests, receipts and observed state transitions.",Schema и prompt test не допускают отображение EXPECTED в verified-facts section.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-MAS-002,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-MAS-002,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-MAS-003,MAS-003,"Проверить выполнение MAS-003: ExpectedChangePatch должен содержать source context dependencies, expected claims, preserved invariants и acceptance intent.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-029;ADR-035;ADR-038) and dependency state (SYS-009) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to MAS-003.","Execute audit test against the exact artifact/transition defined by MOD-MASTER;CTX-MASTER;ART-EXPECTED; capture inputs, digests, receipts and observed state transitions.",Schema rejects missing required semantic field; examples validate.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-MAS-003,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-MAS-003,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-MAS-004,MAS-004,"Проверить выполнение MAS-004: Master должен ранжировать PlanProposal как RECOMMENDED, RISKY, DISCOURAGED или UNKNOWN без создания authority.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-029;ADR-035;ADR-038) and dependency state (SYS-009) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to MAS-004.","Execute functional test against the exact artifact/transition defined by MOD-MASTER;CTX-MASTER;ART-EXPECTED; capture inputs, digests, receipts and observed state transitions.",Assessment не содержит Permit и не принимается GateKernel как authority artifact.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-MAS-004,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-MAS-004,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-MAS-005,MAS-005,"Проверить выполнение MAS-005: Master должен отдельно оценивать порядок шагов, достижимость цели, риски траектории и необходимость replanning.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-029;ADR-035;ADR-038) and dependency state (SYS-009) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to MAS-005.","Execute analytical test against the exact artifact/transition defined by MOD-MASTER;CTX-MASTER;ART-EXPECTED; capture inputs, digests, receipts and observed state transitions.",TrajectoryAssessment содержит отдельные поля и тесты конфликтных случаев.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-MAS-005,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-MAS-005,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-MAS-006,MAS-006,"Проверить выполнение MAS-006: Каждое аналитическое утверждение Master должно содержать evidence level, uncertainty и provenance.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-029;ADR-035;ADR-038) and dependency state (SYS-009) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to MAS-006.","Execute analytical review against the exact artifact/transition defined by MOD-MASTER;CTX-MASTER;ART-EXPECTED; capture inputs, digests, receipts and observed state transitions.",Schema/review обнаруживает ноль безуровневых статистических claims.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-MAS-006,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-MAS-006,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-MAS-007,MAS-007,"Проверить выполнение MAS-007: Master должен поддерживать versioned planning, critic, selector и replanning profiles.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-029;ADR-035;ADR-038) and dependency state (SYS-015) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to MAS-007.","Execute data audit against the exact artifact/transition defined by MOD-MASTER;CTX-MASTER;ART-EXPECTED; capture inputs, digests, receipts and observed state transitions.",Воспроизведение с теми же inputs/profile возвращает тот же structured result для deterministic profile.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-MAS-007,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-MAS-007,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-MAS-008,MAS-008,Проверить выполнение MAS-008: Master должен учитывать recommendation exposure и selection bias и не обучаться на непроверенном Worker self-report как на успехе.,"Normative model 1.5-rc11, referenced schemas, ADRs (ADR-029;ADR-035;ADR-038) and dependency state (SYS-009) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to MAS-008.","Execute audit test against the exact artifact/transition defined by MOD-MASTER;CTX-MASTER;ART-EXPECTED; capture inputs, digests, receipts and observed state transitions.",LearningObservation rejects outcome without AcceptanceDecision and epistemic status.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-MAS-008,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-MAS-008,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-MAS-009,MAS-009,"Проверить выполнение MAS-009: Master должен разделять expected, observed, verified, accepted и delayed outcome labels.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-029;ADR-035;ADR-038) and dependency state (SYS-009) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to MAS-009.","Execute statistical test against the exact artifact/transition defined by MOD-MASTER;CTX-MASTER;ART-EXPECTED; capture inputs, digests, receipts and observed state transitions.",Confusion-matrix tests для enum/state transitions проходят без запрещённых повышений.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-MAS-009,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-MAS-009,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-MAS-010,MAS-010,"Проверить выполнение MAS-010: Master должен вычислять cost, duration, rework и effect metrics только по связанным LearningObservation с evidence strength.","Normative model 1.5-rc11, referenced schemas, ADRs (ADR-029;ADR-035;ADR-038) and dependency state (SYS-017) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to MAS-010.","Execute analytical test against the exact artifact/transition defined by MOD-MASTER;CTX-MASTER;ART-EXPECTED; capture inputs, digests, receipts and observed state transitions.",Metric lineage содержит input receipts и исключает неподтверждённые rows.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-MAS-010,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-MAS-010,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
VC-MAS-011,MAS-011,Проверить выполнение MAS-011: Cross-tenant analytics Master должны быть запрещены по умолчанию и включаться только явным privacy-preserving profile и Permit.,"Normative model 1.5-rc11, referenced schemas, ADRs (ADR-029;ADR-035;ADR-038) and dependency state (SYS-011) are loaded.","Nominal, boundary, stale/replay and negative fixtures specific to MAS-011.","Execute privacy test against the exact artifact/transition defined by MOD-MASTER;CTX-MASTER;ART-EXPECTED; capture inputs, digests, receipts and observed state transitions.",Default configuration возвращает no data; allowed profile имеет отдельный Permit trail.,Python 3.11+; jsonschema Draft 2020-12; package conformance corpus.,validation/conformance_results.json,NOT_EXECUTED_PRE_IMPLEMENTATION,Architecture Board,STRUCTURAL_DOCUMENTATION_ORACLE_AND_IMPLEMENTATION_PLAN,conformance/requirement_oracles.json#DOC-ORACLE-MAS-011,VECTOR_SPECIFIC,STRUCTURAL_TRACEABILITY_ORACLE_AND_FUTURE_IMPLEMENTATION_ORACLE,DOC-ORACLE-MAS-011,STRUCTURAL_TRACEABILITY_EXECUTABLE,NOT_EXECUTED_PRE_IMPLEMENTATION
