NeedID,SystemRequirementID,DerivedRequirementID,ADRRefs,ModelElementRefs,VerificationCaseID,EvidenceLocator,Result,TraceStatus
NEED-008,SYS-011,VER-007,ADR-036;ADR-038;ADR-043,SUB-MON-ACC;SUB-VERIFIER;CTX-ACC,VC-VER-007,evidence/VER-007/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-007,SYS-006,VER-008,ADR-036;ADR-038;ADR-043,SUB-MON-ACC;SUB-VERIFIER;CTX-ACC,VC-VER-008,evidence/VER-008/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-006,SYS-005,GW-001,ADR-037,MOD-GW,VC-GW-001,evidence/GW-001/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-006,SYS-005,GW-002,ADR-037,MOD-GW,VC-GW-002,evidence/GW-002/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-006,SYS-005,GW-003,ADR-037,MOD-GW,VC-GW-003,evidence/GW-003/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-011,SYS-010,GW-004,ADR-037,MOD-GW,VC-GW-004,evidence/GW-004/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-017,SYS-017,GW-005,ADR-037,MOD-GW,VC-GW-005,evidence/GW-005/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-011,SYS-010,GW-006,ADR-037,MOD-GW,VC-GW-006,evidence/GW-006/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-008,SYS-011,GW-007,ADR-037,MOD-GW,VC-GW-007,evidence/GW-007/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-017,SYS-017,GW-008,ADR-037,MOD-GW,VC-GW-008,evidence/GW-008/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-007,SYS-006,PRO-001,ADR-033;ADR-034;ADR-042,MOD-PROTO;ART-CTX-COMP;ART-CTX-MANIFEST,VC-PRO-001,evidence/PRO-001/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-012,SYS-012,PRO-002,ADR-033;ADR-034;ADR-042,MOD-PROTO;ART-CTX-COMP;ART-CTX-MANIFEST,VC-PRO-002,evidence/PRO-002/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-012,SYS-012,PRO-003,ADR-033;ADR-034;ADR-042,MOD-PROTO;ART-CTX-COMP;ART-CTX-MANIFEST,VC-PRO-003,evidence/PRO-003/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-012,SYS-012,PRO-004,ADR-033;ADR-034;ADR-042,MOD-PROTO;ART-CTX-COMP;ART-CTX-MANIFEST,VC-PRO-004,evidence/PRO-004/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-011,SYS-010,PRO-005,ADR-033;ADR-034;ADR-042,MOD-PROTO;ART-CTX-COMP;ART-CTX-MANIFEST,VC-PRO-005,evidence/PRO-005/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-011,SYS-010,PRO-006,ADR-033;ADR-034;ADR-042,MOD-PROTO;ART-CTX-COMP;ART-CTX-MANIFEST,VC-PRO-006,evidence/PRO-006/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-005,SYS-004,PRO-007,ADR-033;ADR-034;ADR-042,MOD-PROTO;ART-CTX-COMP;ART-CTX-MANIFEST,VC-PRO-007,evidence/PRO-007/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-007,SYS-006,PRO-008,ADR-033;ADR-034;ADR-042,MOD-PROTO;ART-CTX-COMP;ART-CTX-MANIFEST,VC-PRO-008,evidence/PRO-008/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-012,SYS-019,PRO-009,ADR-033;ADR-034;ADR-042,MOD-PROTO;ART-CTX-COMP;ART-CTX-MANIFEST,VC-PRO-009,evidence/PRO-009/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-009,SYS-008,PRO-010,ADR-033;ADR-034;ADR-042,MOD-PROTO;ART-CTX-COMP;ART-CTX-MANIFEST,VC-PRO-010,evidence/PRO-010/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-008,SYS-011,PRO-011,ADR-033;ADR-034;ADR-042,MOD-PROTO;ART-CTX-COMP;ART-CTX-MANIFEST,VC-PRO-011,evidence/PRO-011/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-017,SYS-017,PRO-012,ADR-033;ADR-034;ADR-042,MOD-PROTO;ART-CTX-COMP;ART-CTX-MANIFEST,VC-PRO-012,evidence/PRO-012/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-021,SYS-002,CTX-001,ADR-033;ADR-034;ADR-039;ADR-040,ART-CTX-COMP;ART-CTX-MANIFEST;INV-CTX-001;INV-CTX-003,VC-CTX-001,evidence/CTX-001/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-021,SYS-002,CTX-002,ADR-033;ADR-034;ADR-039;ADR-040,ART-CTX-COMP;ART-CTX-MANIFEST;INV-CTX-001;INV-CTX-003,VC-CTX-002,evidence/CTX-002/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-021,SYS-002,CTX-003,ADR-033;ADR-034;ADR-039;ADR-040,ART-CTX-COMP;ART-CTX-MANIFEST;INV-CTX-001;INV-CTX-003,VC-CTX-003,evidence/CTX-003/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-021,SYS-002,CTX-004,ADR-033;ADR-034;ADR-039;ADR-040,ART-CTX-COMP;ART-CTX-MANIFEST;INV-CTX-001;INV-CTX-003,VC-CTX-004,evidence/CTX-004/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-020,SYS-008,CTX-005,ADR-033;ADR-034;ADR-039;ADR-040,ART-CTX-COMP;ART-CTX-MANIFEST;INV-CTX-001;INV-CTX-003,VC-CTX-005,evidence/CTX-005/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-020,SYS-008,CTX-006,ADR-033;ADR-034;ADR-039;ADR-040,ART-CTX-COMP;ART-CTX-MANIFEST;INV-CTX-001;INV-CTX-003,VC-CTX-006,evidence/CTX-006/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-019,SYS-006,CTX-007,ADR-033;ADR-034;ADR-039;ADR-040,ART-CTX-COMP;ART-CTX-MANIFEST;INV-CTX-001;INV-CTX-003,VC-CTX-007,evidence/CTX-007/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-021,SYS-002,CTX-008,ADR-033;ADR-034;ADR-039;ADR-040,ART-CTX-COMP;ART-CTX-MANIFEST;INV-CTX-001;INV-CTX-003,VC-CTX-008,evidence/CTX-008/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-021,SYS-002,CTX-009,ADR-033;ADR-034;ADR-039;ADR-040,ART-CTX-COMP;ART-CTX-MANIFEST;INV-CTX-001;INV-CTX-003,VC-CTX-009,evidence/CTX-009/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-020,SYS-008,CTX-010,ADR-033;ADR-034;ADR-039;ADR-040,ART-CTX-COMP;ART-CTX-MANIFEST;INV-CTX-001;INV-CTX-003,VC-CTX-010,evidence/CTX-010/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-021,SYS-004,CTX-011,ADR-033;ADR-034;ADR-039;ADR-040,ART-CTX-COMP;ART-CTX-MANIFEST;INV-CTX-001;INV-CTX-003,VC-CTX-011,evidence/CTX-011/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-013,SYS-014,CTX-012,ADR-033;ADR-034;ADR-039;ADR-040,ART-CTX-COMP;ART-CTX-MANIFEST;INV-CTX-001;INV-CTX-003,VC-CTX-012,evidence/CTX-012/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-014,SYS-017,CTX-013,ADR-033;ADR-034;ADR-039;ADR-040,ART-CTX-COMP;ART-CTX-MANIFEST;INV-CTX-001;INV-CTX-003,VC-CTX-013,evidence/CTX-013/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-019,SYS-019,CTX-014,ADR-033;ADR-034;ADR-039;ADR-040,ART-CTX-COMP;ART-CTX-MANIFEST;INV-CTX-001;INV-CTX-003,VC-CTX-014,evidence/CTX-014/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-021,SYS-002,CTX-015,ADR-033;ADR-034;ADR-039;ADR-040,ART-CTX-COMP;ART-CTX-MANIFEST;INV-CTX-001;INV-CTX-003,VC-CTX-015,evidence/CTX-015/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-020,SYS-003,GAT-001,ADR-030;ADR-031;ADR-032;ADR-034;ADR-035,GATE-EXPECT-ADMIT;GATE-DISPATCH;ART-PERMIT;ART-CROSSING,VC-GAT-001,evidence/GAT-001/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-020,SYS-003,GAT-002,ADR-030;ADR-031;ADR-032;ADR-034;ADR-035,GATE-EXPECT-ADMIT;GATE-DISPATCH;ART-PERMIT;ART-CROSSING,VC-GAT-002,evidence/GAT-002/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-020,SYS-008,GAT-003,ADR-030;ADR-031;ADR-032;ADR-034;ADR-035,GATE-EXPECT-ADMIT;GATE-DISPATCH;ART-PERMIT;ART-CROSSING,VC-GAT-003,evidence/GAT-003/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-020,SYS-008,GAT-004,ADR-030;ADR-031;ADR-032;ADR-034;ADR-035,GATE-EXPECT-ADMIT;GATE-DISPATCH;ART-PERMIT;ART-CROSSING,VC-GAT-004,evidence/GAT-004/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-022,SYS-003,GAT-005,ADR-030;ADR-031;ADR-032;ADR-034;ADR-035,GATE-EXPECT-ADMIT;GATE-DISPATCH;ART-PERMIT;ART-CROSSING,VC-GAT-005,evidence/GAT-005/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-022,SYS-003,GAT-006,ADR-030;ADR-031;ADR-032;ADR-034;ADR-035,GATE-EXPECT-ADMIT;GATE-DISPATCH;ART-PERMIT;ART-CROSSING,VC-GAT-006,evidence/GAT-006/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-022,SYS-003,GAT-007,ADR-030;ADR-031;ADR-032;ADR-034;ADR-035,GATE-EXPECT-ADMIT;GATE-DISPATCH;ART-PERMIT;ART-CROSSING,VC-GAT-007,evidence/GAT-007/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-022,SYS-003,GAT-008,ADR-030;ADR-031;ADR-032;ADR-034;ADR-035,GATE-EXPECT-ADMIT;GATE-DISPATCH;ART-PERMIT;ART-CROSSING,VC-GAT-008,evidence/GAT-008/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-020,SYS-008,GAT-009,ADR-030;ADR-031;ADR-032;ADR-034;ADR-035,GATE-EXPECT-ADMIT;GATE-DISPATCH;ART-PERMIT;ART-CROSSING,VC-GAT-009,evidence/GAT-009/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-020,SYS-008,GAT-010,ADR-030;ADR-031;ADR-032;ADR-034;ADR-035,GATE-EXPECT-ADMIT;GATE-DISPATCH;ART-PERMIT;ART-CROSSING,VC-GAT-010,evidence/GAT-010/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-019,SYS-004,GAT-011,ADR-030;ADR-031;ADR-032;ADR-034;ADR-035,GATE-EXPECT-ADMIT;GATE-DISPATCH;ART-PERMIT;ART-CROSSING,VC-GAT-011,evidence/GAT-011/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-020,SYS-003,GAT-012,ADR-030;ADR-031;ADR-032;ADR-034;ADR-035,GATE-EXPECT-ADMIT;GATE-DISPATCH;ART-PERMIT;ART-CROSSING,VC-GAT-012,evidence/GAT-012/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-022,SYS-008,GAT-013,ADR-030;ADR-031;ADR-032;ADR-034;ADR-035,GATE-EXPECT-ADMIT;GATE-DISPATCH;ART-PERMIT;ART-CROSSING,VC-GAT-013,evidence/GAT-013/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-022,SYS-008,GAT-014,ADR-030;ADR-031;ADR-032;ADR-034;ADR-035,GATE-EXPECT-ADMIT;GATE-DISPATCH;ART-PERMIT;ART-CROSSING,VC-GAT-014,evidence/GAT-014/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-023,SYS-020,GAT-015,ADR-030;ADR-031;ADR-032;ADR-034;ADR-035,GATE-EXPECT-ADMIT;GATE-DISPATCH;ART-PERMIT;ART-CROSSING,VC-GAT-015,evidence/GAT-015/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-021,SYS-005,PMC-001,ADR-037;ADR-038,SUB-PROMPT;ART-PROMPT;INV-PROMPT-001,VC-PMC-001,evidence/PMC-001/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-021,SYS-005,PMC-002,ADR-037;ADR-038,SUB-PROMPT;ART-PROMPT;INV-PROMPT-001,VC-PMC-002,evidence/PMC-002/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-021,SYS-005,PMC-003,ADR-037;ADR-038,SUB-PROMPT;ART-PROMPT;INV-PROMPT-001,VC-PMC-003,evidence/PMC-003/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-014,SYS-017,PMC-004,ADR-037;ADR-038,SUB-PROMPT;ART-PROMPT;INV-PROMPT-001,VC-PMC-004,evidence/PMC-004/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-021,SYS-005,PMC-005,ADR-037;ADR-038,SUB-PROMPT;ART-PROMPT;INV-PROMPT-001,VC-PMC-005,evidence/PMC-005/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-021,SYS-005,PMC-006,ADR-037;ADR-038,SUB-PROMPT;ART-PROMPT;INV-PROMPT-001,VC-PMC-006,evidence/PMC-006/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-021,SYS-005,PMC-007,ADR-037;ADR-038,SUB-PROMPT;ART-PROMPT;INV-PROMPT-001,VC-PMC-007,evidence/PMC-007/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-019,SYS-004,PMC-008,ADR-037;ADR-038,SUB-PROMPT;ART-PROMPT;INV-PROMPT-001,VC-PMC-008,evidence/PMC-008/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-019,SYS-018,MRS-001,ADR-042,MOD-PROTO;INV-AUTH-001;INV-CTX-003,VC-MRS-001,evidence/MRS-001/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-019,SYS-018,MRS-002,ADR-042,MOD-PROTO;INV-AUTH-001;INV-CTX-003,VC-MRS-002,evidence/MRS-002/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-019,SYS-018,MRS-003,ADR-042,MOD-PROTO;INV-AUTH-001;INV-CTX-003,VC-MRS-003,evidence/MRS-003/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-019,SYS-018,MRS-004,ADR-042,MOD-PROTO;INV-AUTH-001;INV-CTX-003,VC-MRS-004,evidence/MRS-004/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-019,SYS-018,MRS-005,ADR-042,MOD-PROTO;INV-AUTH-001;INV-CTX-003,VC-MRS-005,evidence/MRS-005/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-019,SYS-018,MRS-006,ADR-042,MOD-PROTO;INV-AUTH-001;INV-CTX-003,VC-MRS-006,evidence/MRS-006/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-019,SYS-019,MRS-007,ADR-042,MOD-PROTO;INV-AUTH-001;INV-CTX-003,VC-MRS-007,evidence/MRS-007/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-019,SYS-018,MRS-008,ADR-042,MOD-PROTO;INV-AUTH-001;INV-CTX-003,VC-MRS-008,evidence/MRS-008/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-019,SYS-018,MRS-009,ADR-042,MOD-PROTO;INV-AUTH-001;INV-CTX-003,VC-MRS-009,evidence/MRS-009/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-019,SYS-018,MRS-010,ADR-042,MOD-PROTO;INV-AUTH-001;INV-CTX-003,VC-MRS-010,evidence/MRS-010/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-009,SYS-008,Q-001,ADR-029;ADR-030;ADR-033;ADR-035;ADR-036;ADR-042,MOD-MEM;MOD-CORE;MOD-MASTER;MOD-MONADE;MOD-GW;MOD-PROTO,VC-Q-001,evidence/Q-001/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-008,SYS-011,Q-002,ADR-029;ADR-030;ADR-033;ADR-035;ADR-036;ADR-042,MOD-MEM;MOD-CORE;MOD-MASTER;MOD-MONADE;MOD-GW;MOD-PROTO,VC-Q-002,evidence/Q-002/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-017,SYS-017,Q-003,ADR-029;ADR-030;ADR-033;ADR-035;ADR-036;ADR-042,MOD-MEM;MOD-CORE;MOD-MASTER;MOD-MONADE;MOD-GW;MOD-PROTO,VC-Q-003,evidence/Q-003/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-013,SYS-013,Q-004,ADR-036,MOD-MONADE,VC-Q-004,evidence/Q-004/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-013,SYS-013,Q-005,ADR-036,MOD-MONADE,VC-Q-005,evidence/Q-005/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-012,SYS-012,Q-006,ADR-029;ADR-030;ADR-033;ADR-035;ADR-036;ADR-042,MOD-MEM;MOD-CORE;MOD-MASTER;MOD-MONADE;MOD-GW;MOD-PROTO,VC-Q-006,evidence/Q-006/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-007,SYS-006,Q-007,ADR-029;ADR-030;ADR-033;ADR-035;ADR-036;ADR-042,MOD-MEM;MOD-CORE;MOD-MASTER;MOD-MONADE;MOD-GW;MOD-PROTO,VC-Q-007,evidence/Q-007/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-016,SYS-016,Q-008,ADR-029;ADR-030;ADR-033;ADR-035;ADR-036;ADR-042,MOD-MEM;MOD-CORE;MOD-MASTER;MOD-MONADE;MOD-GW;MOD-PROTO,VC-Q-008,evidence/Q-008/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-014,SYS-014,Q-009,ADR-029;ADR-030;ADR-033;ADR-035;ADR-036;ADR-042,MOD-MEM;MOD-CORE;MOD-MASTER;MOD-MONADE;MOD-GW;MOD-PROTO,VC-Q-009,evidence/Q-009/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
NEED-012,SYS-012,Q-010,ADR-029;ADR-030;ADR-033;ADR-035;ADR-036;ADR-042,MOD-MEM;MOD-CORE;MOD-MASTER;MOD-MONADE;MOD-GW;MOD-PROTO,VC-Q-010,evidence/Q-010/,NOT_EXECUTED_PRE_IMPLEMENTATION,COMPLETE_FOR_DOCUMENTATION
